,survey,order_in_survey,speaker_gender,Q02,Q03,audio,rating,rater_gender
44,1,8,M,1,4,Q8.1_1,1.8246620882919136,1
45,1,8,M,1,2,Q8.1_1,-1.0467716649295356,1
46,1,8,M,1,4,Q8.1_1,1.517929375511623,1
47,1,8,M,1,4,Q8.1_1,0.8592495254953848,1
48,1,9,M,2,4,Q9.1_1,0.49439131707534745,M
49,1,9,M,2,3,Q9.1_1,-0.8291561975888446,M
50,1,9,M,1,4,Q9.1_1,0.9089394789260838,1
51,1,9,M,1,2,Q9.1_1,-1.0467716649295356,1
52,1,9,M,1,4,Q9.1_1,0.5757663148492381,1
53,1,9,M,1,4,Q9.1_1,0.8592495254953848,1
54,1,10,M,2,4,Q10.1_1,0.49439131707534745,M
55,1,10,M,2,3,Q10.1_1,-0.8291561975888446,M
56,1,10,M,1,4,Q10.1_1,0.9089394789260838,1
57,1,10,M,1,2,Q10.1_1,-1.0467716649295356,1
58,1,10,M,1,4,Q10.1_1,1.517929375511623,1
59,1,10,M,1,4,Q10.1_1,0.8592495254953848,1
60,1,11,F,2,4,Q11.1_1,0.49439131707534745,M
61,1,11,F,2,3,Q11.1_1,-0.8291561975888446,M
62,1,11,F,1,4,Q11.1_1,0.9089394789260838,1
63,1,11,F,1,2,Q11.1_1,-1.0467716649295356,1
64,1,11,F,1,4,Q11.1_1,1.517929375511623,1
65,1,11,F,1,4,Q11.1_1,0.8592495254953848,1
66,1,13,F,2,4,Q13.1_1,0.49439131707534745,M
67,1,13,F,2,3,Q13.1_1,1.2060453783110598,M
68,1,13,F,1,4,Q13.1_1,0.9089394789260838,1
69,1,13,F,1,2,Q13.1_1,-2.8820206878579446,1
70,1,13,F,1,4,Q13.1_1,0.5757663148492381,1
71,1,13,F,1,4,Q13.1_1,0.8592495254953848,1
72,1,14,F,2,4,Q14.1_1,0.49439131707534745,M
73,1,14,F,2,3,Q14.1_1,-0.8291561975888446,M
74,1,14,F,1,4,Q14.1_1,1.8246620882919136,1
75,1,14,F,1,2,Q14.1_1,-1.0467716649295356,1
76,1,14,F,1,4,Q14.1_1,0.5757663148492381,1
77,1,14,F,1,4,Q14.1_1,0.8592495254953848,1
78,1,15,F,2,4,Q15.1_1,0.49439131707534745,M
79,1,15,F,2,3,Q15.1_1,-0.8291561975888446,M
80,1,15,F,1,4,Q15.1_1,0.9089394789260838,1
81,1,15,F,1,2,Q15.1_1,-1.0467716649295356,1
82,1,15,F,1,4,Q15.1_1,0.5757663148492381,1
83,1,15,F,1,4,Q15.1_1,1.7216932871450301,1
84,1,16,F,2,4,Q16.1_1,0.49439131707534745,M
85,1,16,F,2,3,Q16.1_1,-0.8291561975888446,M
86,1,16,F,1,4,Q16.1_1,0.9089394789260838,1
87,1,16,F,1,2,Q16.1_1,-1.0467716649295356,1
88,1,16,F,1,4,Q16.1_1,1.517929375511623,1
89,1,16,F,1,4,Q16.1_1,-0.0031942361542604877,1
90,1,17,M,2,4,Q17.1_1,0.49439131707534745,M
91,1,17,M,2,3,Q17.1_1,1.2060453783110598,M
92,1,17,M,1,4,Q17.1_1,1.8246620882919136,1
93,1,17,M,1,2,Q17.1_1,0.7884773579988736,1
94,1,17,M,1,4,Q17.1_1,0.5757663148492381,1
95,1,17,M,1,4,Q17.1_1,1.7216932871450301,1
96,1,18,F,2,4,Q18.1_1,1.3133217195927978,M
97,1,18,F,2,3,Q18.1_1,-0.8291561975888446,M
98,1,18,F,1,4,Q18.1_1,0.9089394789260838,1
99,1,18,F,1,2,Q18.1_1,-1.0467716649295356,1
100,1,18,F,1,4,Q18.1_1,0.5757663148492381,1
101,1,18,F,1,4,Q18.1_1,0.8592495254953848,1
102,1,19,F,2,4,Q19.1_1,-0.3245390854421029,M
103,1,19,F,2,3,Q19.1_1,-0.8291561975888446,M
104,1,19,F,1,4,Q19.1_1,0.9089394789260838,1
105,1,19,F,1,2,Q19.1_1,-1.0467716649295356,1
106,1,19,F,1,4,Q19.1_1,1.517929375511623,1
107,1,19,F,1,4,Q19.1_1,0.8592495254953848,1
108,1,20,F,2,4,Q20.1_1,0.49439131707534745,M
109,1,20,F,2,3,Q20.1_1,-0.8291561975888446,M
110,1,20,F,1,4,Q20.1_1,0.9089394789260838,1
111,1,20,F,1,2,Q20.1_1,-1.0467716649295356,1
112,1,20,F,1,4,Q20.1_1,0.5757663148492381,1
113,1,20,F,1,4,Q20.1_1,0.8592495254953848,1
114,1,22,F,2,4,Q22.1_1,-0.3245390854421029,M
115,1,22,F,2,3,Q22.1_1,-0.8291561975888446,M
116,1,22,F,1,4,Q22.1_1,0.9089394789260838,1
117,1,22,F,1,2,Q22.1_1,-1.0467716649295356,1
118,1,22,F,1,4,Q22.1_1,0.5757663148492381,1
119,1,22,F,1,4,Q22.1_1,0.8592495254953848,1
120,1,23,F,2,4,Q23.1_1,-0.3245390854421029,M
121,1,23,F,2,3,Q23.1_1,-0.8291561975888446,M
122,1,23,F,1,4,Q23.1_1,-0.006783130439745778,1
123,1,23,F,1,2,Q23.1_1,-1.0467716649295356,1
124,1,23,F,1,4,Q23.1_1,-0.3663967458131467,1
125,1,23,F,1,4,Q23.1_1,-0.0031942361542604877,1
126,1,24,M,2,4,Q24.1_1,0.49439131707534745,M
127,1,24,M,2,3,Q24.1_1,-0.8291561975888446,M
128,1,24,M,1,4,Q24.1_1,0.9089394789260838,1
129,1,24,M,1,2,Q24.1_1,-2.8820206878579446,1
130,1,24,M,1,4,Q24.1_1,0.5757663148492381,1
131,1,24,M,1,4,Q24.1_1,0.8592495254953848,1
132,1,25,F,2,4,Q25.1_1,0.49439131707534745,M
133,1,25,F,2,3,Q25.1_1,-0.8291561975888446,M
134,1,25,F,1,4,Q25.1_1,0.9089394789260838,1
135,1,25,F,1,2,Q25.1_1,0.7884773579988736,1
136,1,25,F,1,4,Q25.1_1,0.5757663148492381,1
137,1,25,F,1,4,Q25.1_1,1.7216932871450301,1
138,1,26,F,2,4,Q26.1_1,0.49439131707534745,M
139,1,26,F,2,3,Q26.1_1,-0.8291561975888446,M
140,1,26,F,1,4,Q26.1_1,0.9089394789260838,1
141,1,26,F,1,2,Q26.1_1,-2.8820206878579446,1
142,1,26,F,1,4,Q26.1_1,0.5757663148492381,1
143,1,26,F,1,4,Q26.1_1,1.7216932871450301,1
144,1,27,F,2,4,Q27.1_1,0.49439131707534745,M
145,1,27,F,2,3,Q27.1_1,-0.8291561975888446,M
146,1,27,F,1,4,Q27.1_1,-0.006783130439745778,1
147,1,27,F,1,2,Q27.1_1,-1.0467716649295356,1
148,1,27,F,1,4,Q27.1_1,0.5757663148492381,1
149,1,27,F,1,4,Q27.1_1,-0.0031942361542604877,1
150,2,1,M,1,4,Q1.1_1,0.8606946881946042,1
151,2,1,M,2,4,Q1.1_1,0.8167727346088681,M
152,2,1,M,1,4,Q1.1_1,0.9223214405398666,1
153,2,1,M,1,4,Q1.1_1,0.8568769662691069,1
154,2,1,M,1,4,Q1.1_1,0.9122306597530658,1
155,2,1,M,1,3,Q1.1_1,1.1458804528406084,1
156,2,1,M,2,3,Q1.1_1,0.9888591772676428,M
157,2,1,M,2,4,Q1.1_1,-0.8423669640678023,M
158,2,1,M,1,5,Q1.1_1,0.6992266169127294,1
159,2,1,M,1,3,Q1.1_1,-0.092087709268724,1
160,2,2,F,1,4,Q2.1_1,0.8606946881946042,1
161,2,2,F,2,4,Q2.1_1,0.8719324740646947,M
162,2,2,F,1,4,Q2.1_1,0.8673000554435865,1
163,2,2,F,1,4,Q2.1_1,0.8568769662691069,1
164,2,2,F,1,4,Q2.1_1,0.9122306597530658,1
165,2,2,F,1,3,Q2.1_1,0.2694279818293802,1
166,2,2,F,2,3,Q2.1_1,1.716357754549014,M
167,2,2,F,2,4,Q2.1_1,1.006731249739568,M
168,2,2,F,1,5,Q2.1_1,-0.1398453233825435,1
169,2,2,F,1,3,Q2.1_1,0.9889419212772079,1
170,2,3,M,1,4,Q3.1_1,0.8058345451793674,1
171,2,3,M,2,4,Q3.1_1,0.8719324740646947,M
172,2,3,M,1,4,Q3.1_1,0.8122786703473063,1
173,2,3,M,1,4,Q3.1_1,0.8568769662691069,1
174,2,3,M,1,4,Q3.1_1,0.9122306597530658,1
175,2,3,M,1,3,Q3.1_1,1.1458804528406084,1
176,2,3,M,2,3,Q3.1_1,-1.1936365545764709,M
177,2,3,M,2,4,Q3.1_1,1.006731249739568,M
178,2,3,M,1,5,Q3.1_1,-0.9789172636778163,1
179,2,3,M,1,3,Q3.1_1,0.9889419212772079,1
180,2,4,M,1,4,Q4.1_1,0.8606946881946042,1
181,2,4,M,2,4,Q4.1_1,0.8719324740646947,M
182,2,4,M,1,4,Q4.1_1,0.9223214405398666,1
183,2,4,M,1,4,Q4.1_1,0.8568769662691069,1
184,2,4,M,1,4,Q4.1_1,0.8027386490247582,1
185,2,4,M,1,3,Q4.1_1,0.2694279818293802,1
186,2,4,M,2,3,Q4.1_1,0.9888591772676428,M
187,2,4,M,2,4,Q4.1_1,1.006731249739568,M
188,2,4,M,1,5,Q4.1_1,0.6992266169127294,1
189,2,4,M,1,3,Q4.1_1,0.9889419212772079,1
190,2,5,M,1,4,Q5.1_1,0.8606946881946042,1
191,2,5,M,2,4,Q5.1_1,0.8719324740646947,M
192,2,5,M,1,4,Q5.1_1,0.9223214405398666,1
193,2,5,M,1,4,Q5.1_1,0.8568769662691069,1
194,2,5,M,1,4,Q5.1_1,0.857484654388912,1
195,2,5,M,1,3,Q5.1_1,2.0223329238518364,1
196,2,5,M,2,3,Q5.1_1,0.9888591772676428,M
197,2,5,M,2,4,Q5.1_1,-0.8423669640678023,M
198,2,5,M,1,5,Q5.1_1,1.5382985572080021,1
199,2,5,M,1,3,Q5.1_1,0.9889419212772079,1
200,2,6,M,1,4,Q6.1_1,0.8606946881946042,1
201,2,6,M,2,4,Q6.1_1,0.8167727346088681,M
202,2,6,M,1,4,Q6.1_1,0.8673000554435865,1
203,2,6,M,1,4,Q6.1_1,0.8568769662691069,1
204,2,6,M,1,4,Q6.1_1,0.9122306597530658,1
205,2,6,M,1,3,Q6.1_1,1.1458804528406084,1
206,2,6,M,2,3,Q6.1_1,-1.1936365545764709,M
207,2,6,M,2,4,Q6.1_1,-0.8423669640678023,M
208,2,6,M,1,5,Q6.1_1,0.6992266169127294,1
209,2,6,M,1,3,Q6.1_1,0.9889419212772079,1
210,2,7,F,1,4,Q7.1_1,0.8606946881946042,1
211,2,7,F,2,4,Q7.1_1,0.8719324740646947,M
212,2,7,F,1,4,Q7.1_1,0.8673000554435865,1
213,2,7,F,1,4,Q7.1_1,0.8568769662691069,1
214,2,7,F,1,4,Q7.1_1,0.857484654388912,1
215,2,7,F,1,3,Q7.1_1,0.2694279818293802,1
216,2,7,F,2,3,Q7.1_1,-1.1936365545764709,M
217,2,7,F,2,4,Q7.1_1,-0.8423669640678023,M
218,2,7,F,1,5,Q7.1_1,-0.1398453233825435,1
219,2,7,F,1,3,Q7.1_1,0.9889419212772079,1
220,2,8,M,1,4,Q8.1_1,0.8606946881946042,1
221,2,8,M,2,4,Q8.1_1,0.8167727346088681,M
222,2,8,M,1,4,Q8.1_1,0.9223214405398666,1
223,2,8,M,1,4,Q8.1_1,0.8568769662691069,1
224,2,8,M,1,4,Q8.1_1,0.9122306597530658,1
225,2,8,M,1,3,Q8.1_1,0.2694279818293802,1
226,2,8,M,2,3,Q8.1_1,0.9888591772676428,M
227,2,8,M,2,4,Q8.1_1,-0.8423669640678023,M
228,2,8,M,1,5,Q8.1_1,0.6992266169127294,1
229,2,8,M,1,3,Q8.1_1,0.9889419212772079,1
230,2,9,M,1,4,Q9.1_1,0.8606946881946042,1
231,2,9,M,2,4,Q9.1_1,0.8719324740646947,M
232,2,9,M,1,4,Q9.1_1,0.8673000554435865,1
233,2,9,M,1,4,Q9.1_1,0.8568769662691069,1
234,2,9,M,1,4,Q9.1_1,0.857484654388912,1
235,2,9,M,1,3,Q9.1_1,1.1458804528406084,1
236,2,9,M,2,3,Q9.1_1,1.716357754549014,M
237,2,9,M,2,4,Q9.1_1,-0.8423669640678023,M
238,2,9,M,1,5,Q9.1_1,0.6992266169127294,1
239,2,9,M,1,3,Q9.1_1,0.9889419212772079,1
240,2,10,M,1,4,Q10.1_1,0.8606946881946042,1
241,2,10,M,2,4,Q10.1_1,0.8167727346088681,M
242,2,10,M,1,4,Q10.1_1,0.8673000554435865,1
243,2,10,M,1,4,Q10.1_1,0.8568769662691069,1
244,2,10,M,1,4,Q10.1_1,0.857484654388912,1
245,2,10,M,1,3,Q10.1_1,0.2694279818293802,1
246,2,10,M,2,3,Q10.1_1,0.9888591772676428,M
247,2,10,M,2,4,Q10.1_1,-0.8423669640678023,M
248,2,10,M,1,5,Q10.1_1,-0.1398453233825435,1
249,2,10,M,1,3,Q10.1_1,0.9889419212772079,1
250,2,11,F,1,4,Q11.1_1,0.8606946881946042,1
251,2,11,F,2,4,Q11.1_1,0.8167727346088681,M
252,2,11,F,1,4,Q11.1_1,0.8673000554435865,1
253,2,11,F,1,4,Q11.1_1,0.8568769662691069,1
254,2,11,F,1,4,Q11.1_1,0.857484654388912,1
255,2,11,F,1,3,Q11.1_1,2.0223329238518364,1
256,2,11,F,2,3,Q11.1_1,0.9888591772676428,M
257,2,11,F,2,4,Q11.1_1,1.006731249739568,M
258,2,11,F,1,5,Q11.1_1,0.6992266169127294,1
259,2,11,F,1,3,Q11.1_1,0.9889419212772079,1
260,2,13,F,1,4,Q13.1_1,0.8058345451793674,1
261,2,13,F,2,4,Q13.1_1,0.8167727346088681,M
262,2,13,F,1,4,Q13.1_1,0.8673000554435865,1
263,2,13,F,1,4,Q13.1_1,0.8568769662691069,1
264,2,13,F,1,4,Q13.1_1,0.857484654388912,1
265,2,13,F,1,3,Q13.1_1,1.1458804528406084,1
266,2,13,F,2,3,Q13.1_1,-0.4661379772950996,M
267,2,13,F,2,4,Q13.1_1,-0.8423669640678023,M
268,2,13,F,1,5,Q13.1_1,0.6992266169127294,1
269,2,13,F,1,3,Q13.1_1,0.9889419212772079,1
270,2,14,F,1,4,Q14.1_1,0.8606946881946042,1
271,2,14,F,2,4,Q14.1_1,0.8719324740646947,M
272,2,14,F,1,4,Q14.1_1,0.9223214405398666,1
273,2,14,F,1,4,Q14.1_1,0.8568769662691069,1
274,2,14,F,1,4,Q14.1_1,0.9122306597530658,1
275,2,14,F,1,3,Q14.1_1,1.1458804528406084,1
276,2,14,F,2,3,Q14.1_1,-0.4661379772950996,M
277,2,14,F,2,4,Q14.1_1,1.006731249739568,M
278,2,14,F,1,5,Q14.1_1,0.6992266169127294,1
279,2,14,F,1,3,Q14.1_1,-0.092087709268724,1
280,2,15,F,1,4,Q15.1_1,0.8058345451793674,1
281,2,15,F,2,4,Q15.1_1,0.8167727346088681,M
282,2,15,F,1,4,Q15.1_1,0.8673000554435865,1
283,2,15,F,1,4,Q15.1_1,0.8568769662691069,1
284,2,15,F,1,4,Q15.1_1,0.9122306597530658,1
285,2,15,F,1,3,Q15.1_1,-0.6070244891818479,1
286,2,15,F,2,3,Q15.1_1,0.9888591772676428,M
287,2,15,F,2,4,Q15.1_1,-0.8423669640678023,M
288,2,15,F,1,5,Q15.1_1,0.6992266169127294,1
289,2,15,F,1,3,Q15.1_1,0.9889419212772079,1
290,2,16,F,1,4,Q16.1_1,0.8606946881946042,1
291,2,16,F,2,4,Q16.1_1,0.8167727346088681,M
292,2,16,F,1,4,Q16.1_1,0.8673000554435865,1
293,2,16,F,1,4,Q16.1_1,0.8568769662691069,1
294,2,16,F,1,4,Q16.1_1,0.9122306597530658,1
295,2,16,F,1,3,Q16.1_1,0.2694279818293802,1
296,2,16,F,2,3,Q16.1_1,-1.1936365545764709,M
297,2,16,F,2,4,Q16.1_1,-0.8423669640678023,M
298,2,16,F,1,5,Q16.1_1,-0.1398453233825435,1
299,2,16,F,1,3,Q16.1_1,0.9889419212772079,1
300,2,17,M,1,4,Q17.1_1,0.8606946881946042,1
301,2,17,M,2,4,Q17.1_1,0.8719324740646947,M
302,2,17,M,1,4,Q17.1_1,0.8122786703473063,1
303,2,17,M,1,4,Q17.1_1,0.8568769662691069,1
304,2,17,M,1,4,Q17.1_1,0.857484654388912,1
305,2,17,M,1,3,Q17.1_1,2.0223329238518364,1
306,2,17,M,2,3,Q17.1_1,1.716357754549014,M
307,2,17,M,2,4,Q17.1_1,-0.8423669640678023,M
308,2,17,M,1,5,Q17.1_1,1.5382985572080021,1
309,2,17,M,1,3,Q17.1_1,0.9889419212772079,1
310,2,18,F,1,4,Q18.1_1,0.8058345451793674,1
311,2,18,F,2,4,Q18.1_1,0.8719324740646947,M
312,2,18,F,1,4,Q18.1_1,0.7572572852510262,1
313,2,18,F,1,4,Q18.1_1,0.8568769662691069,1
314,2,18,F,1,4,Q18.1_1,0.9122306597530658,1
315,2,18,F,1,3,Q18.1_1,2.0223329238518364,1
316,2,18,F,2,3,Q18.1_1,0.9888591772676428,M
317,2,18,F,2,4,Q18.1_1,1.006731249739568,M
318,2,18,F,1,5,Q18.1_1,0.6992266169127294,1
319,2,18,F,1,3,Q18.1_1,0.9889419212772079,1
320,2,19,F,1,4,Q19.1_1,0.8606946881946042,1
321,2,19,F,2,4,Q19.1_1,0.8719324740646947,M
322,2,19,F,1,4,Q19.1_1,0.8673000554435865,1
323,2,19,F,1,4,Q19.1_1,0.8568769662691069,1
324,2,19,F,1,4,Q19.1_1,0.857484654388912,1
325,2,19,F,1,3,Q19.1_1,1.1458804528406084,1
326,2,19,F,2,3,Q19.1_1,-1.1936365545764709,M
327,2,19,F,2,4,Q19.1_1,1.006731249739568,M
328,2,19,F,1,5,Q19.1_1,-0.9789172636778163,1
329,2,19,F,1,3,Q19.1_1,0.9889419212772079,1
330,2,20,F,1,4,Q20.1_1,0.8058345451793674,1
331,2,20,F,2,4,Q20.1_1,0.8167727346088681,M
332,2,20,F,1,4,Q20.1_1,0.8673000554435865,1
333,2,20,F,1,4,Q20.1_1,0.8568769662691069,1
334,2,20,F,1,4,Q20.1_1,0.8027386490247582,1
335,2,20,F,1,3,Q20.1_1,-1.4834769601930762,1
336,2,20,F,2,3,Q20.1_1,-0.4661379772950996,M
337,2,20,F,2,4,Q20.1_1,-0.8423669640678023,M
338,2,20,F,1,5,Q20.1_1,-0.9789172636778163,1
339,2,20,F,1,3,Q20.1_1,0.9889419212772079,1
340,2,22,F,1,4,Q22.1_1,0.8606946881946042,1
341,2,22,F,2,4,Q22.1_1,0.8719324740646947,M
342,2,22,F,1,4,Q22.1_1,0.8122786703473063,1
343,2,22,F,1,4,Q22.1_1,0.8568769662691069,1
344,2,22,F,1,4,Q22.1_1,0.8027386490247582,1
345,2,22,F,1,3,Q22.1_1,1.1458804528406084,1
346,2,22,F,2,3,Q22.1_1,1.716357754549014,M
347,2,22,F,2,4,Q22.1_1,1.006731249739568,M
348,2,22,F,1,5,Q22.1_1,-0.9789172636778163,1
349,2,22,F,1,3,Q22.1_1,0.9889419212772079,1
350,2,23,F,1,4,Q23.1_1,0.8058345451793674,1
351,2,23,F,2,4,Q23.1_1,0.8167727346088681,M
352,2,23,F,1,4,Q23.1_1,0.8673000554435865,1
353,2,23,F,1,4,Q23.1_1,0.8568769662691069,1
354,2,23,F,1,4,Q23.1_1,0.857484654388912,1
355,2,23,F,1,3,Q23.1_1,0.2694279818293802,1
356,2,23,F,2,3,Q23.1_1,-1.1936365545764709,M
357,2,23,F,2,4,Q23.1_1,-0.8423669640678023,M
358,2,23,F,1,5,Q23.1_1,-1.8179892039730892,1
359,2,23,F,1,3,Q23.1_1,0.9889419212772079,1
360,2,24,M,1,4,Q24.1_1,0.8606946881946042,1
361,2,24,M,2,4,Q24.1_1,0.8167727346088681,M
362,2,24,M,1,4,Q24.1_1,0.7572572852510262,1
363,2,24,M,1,4,Q24.1_1,0.8568769662691069,1
364,2,24,M,1,4,Q24.1_1,0.857484654388912,1
365,2,24,M,1,3,Q24.1_1,1.1458804528406084,1
366,2,24,M,2,3,Q24.1_1,0.9888591772676428,M
367,2,24,M,2,4,Q24.1_1,-0.8423669640678023,M
368,2,24,M,1,5,Q24.1_1,1.5382985572080021,1
369,2,24,M,1,3,Q24.1_1,0.9889419212772079,1
370,2,25,F,1,4,Q25.1_1,0.8058345451793674,1
371,2,25,F,2,4,Q25.1_1,0.8167727346088681,M
372,2,25,F,1,4,Q25.1_1,0.8673000554435865,1
373,2,25,F,1,4,Q25.1_1,0.8568769662691069,1
374,2,25,F,1,4,Q25.1_1,0.7479926436606045,1
375,2,25,F,1,3,Q25.1_1,0.2694279818293802,1
376,2,25,F,2,3,Q25.1_1,0.9888591772676428,M
377,2,25,F,2,4,Q25.1_1,1.006731249739568,M
378,2,25,F,1,5,Q25.1_1,0.6992266169127294,1
379,2,25,F,1,3,Q25.1_1,0.9889419212772079,1
380,2,26,F,1,4,Q26.1_1,0.8058345451793674,1
381,2,26,F,2,4,Q26.1_1,0.8719324740646947,M
382,2,26,F,1,4,Q26.1_1,0.7572572852510262,1
383,2,26,F,1,4,Q26.1_1,0.8568769662691069,1
384,2,26,F,1,4,Q26.1_1,0.857484654388912,1
385,2,26,F,1,3,Q26.1_1,-0.6070244891818479,1
386,2,26,F,2,3,Q26.1_1,0.9888591772676428,M
387,2,26,F,2,4,Q26.1_1,-0.8423669640678023,M
388,2,26,F,1,5,Q26.1_1,-0.1398453233825435,1
389,2,26,F,1,3,Q26.1_1,0.9889419212772079,1
390,2,27,F,1,4,Q27.1_1,0.8606946881946042,1
391,2,27,F,2,4,Q27.1_1,0.8719324740646947,M
392,2,27,F,1,4,Q27.1_1,0.8673000554435865,1
393,2,27,F,1,4,Q27.1_1,0.8568769662691069,1
394,2,27,F,1,4,Q27.1_1,0.8027386490247582,1
395,2,27,F,1,3,Q27.1_1,0.2694279818293802,1
396,2,27,F,2,3,Q27.1_1,1.716357754549014,M
397,2,27,F,2,4,Q27.1_1,-0.8423669640678023,M
398,2,27,F,1,5,Q27.1_1,-0.1398453233825435,1
399,2,27,F,1,3,Q27.1_1,0.9889419212772079,1
400,3,1,M,1,4,Q1.1_1,0.7631483538911183,1
401,3,1,M,1,3,Q1.1_1,0.8148237327507784,1
402,3,1,M,1,4,Q1.1_1,0.8663509990194385,1
403,3,1,M,1,4,Q1.1_1,0.8573365857872675,1
404,3,1,M,2,4,Q1.1_1,0.893384694628025,M
405,3,1,M,2,4,Q1.1_1,0.8543767943487534,M
406,3,1,M,1,3,Q1.1_1,0.8487527898214455,1
407,3,1,M,2,3,Q1.1_1,1.2333784540301802,M
408,3,1,M,2,4,Q1.1_1,-0.04993761694389369,M
409,3,1,M,2,4,Q1.1_1,0.6823248856105807,M
410,3,1,M,2,6,Q1.1_1,0.9522794564698457,M
411,3,2,F,1,4,Q2.1_1,0.7079810030074231,1
412,3,2,F,1,3,Q2.1_1,0.8148237327507784,1
413,3,2,F,1,4,Q2.1_1,0.8113510531611623,1
414,3,2,F,1,4,Q2.1_1,0.8010973053784817,1
415,3,2,F,2,4,Q2.1_1,0.7848764321225968,M
416,3,2,F,2,4,Q2.1_1,0.7449971193965659,M
417,3,2,F,1,3,Q2.1_1,0.8487527898214455,1
418,3,2,F,2,3,Q2.1_1,-0.25328307538119876,M
419,3,2,F,2,4,Q2.1_1,-0.04993761694389369,M
420,3,2,F,2,4,Q2.1_1,0.6823248856105807,M
421,3,2,F,2,6,Q2.1_1,0.10371360416998152,M
422,3,3,M,1,4,Q3.1_1,0.8734830556585089,1
423,3,3,M,1,3,Q3.1_1,0.8148237327507784,1
424,3,3,M,1,4,Q3.1_1,0.8113510531611623,1
425,3,3,M,1,4,Q3.1_1,0.8010973053784817,1
426,3,3,M,2,4,Q3.1_1,0.8391305633753109,M
427,3,3,M,2,4,Q3.1_1,0.8543767943487534,M
428,3,3,M,1,3,Q3.1_1,0.8487527898214455,1
429,3,3,M,2,3,Q3.1_1,1.2333784540301802,M
430,3,3,M,2,4,Q3.1_1,-0.04993761694389369,M
431,3,3,M,2,4,Q3.1_1,0.6823248856105807,M
432,3,3,M,2,6,Q3.1_1,0.10371360416998152,M
433,3,4,M,1,4,Q4.1_1,0.9286504065422043,1
434,3,4,M,1,3,Q4.1_1,0.8148237327507784,1
435,3,4,M,1,4,Q4.1_1,0.8663509990194385,1
436,3,4,M,1,4,Q4.1_1,0.9135758661960532,1
437,3,4,M,2,4,Q4.1_1,0.893384694628025,M
438,3,4,M,2,4,Q4.1_1,0.8543767943487534,M
439,3,4,M,1,3,Q4.1_1,0.8487527898214455,1
440,3,4,M,2,3,Q4.1_1,1.2333784540301802,M
441,3,4,M,2,4,Q4.1_1,-0.04993761694389369,M
442,3,4,M,2,4,Q4.1_1,0.6823248856105807,M
443,3,4,M,2,6,Q4.1_1,0.10371360416998152,M
444,3,5,M,1,4,Q5.1_1,0.9286504065422043,1
445,3,5,M,1,3,Q5.1_1,0.868482856614854,1
446,3,5,M,1,4,Q5.1_1,0.8663509990194385,1
